"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 12 19:32:13 GMT 2023","Wed Jul 12 19:32:20 GMT 2023","7238","Parallel Test Suite","Search pages test","tests.header.ImageTest","tests.header.ImageTest","testPrevButtonInSideView_ImagePage","testPrevButtonInSideView_ImagePage",""
"passed","Wed Jul 12 19:20:33 GMT 2023","Wed Jul 12 19:20:47 GMT 2023","13122","Parallel Test Suite","Static pages tests","tests.header.TopMenuTest","tests.header.TopMenuTest","testCharityQueryCounterSearchNews","testCharityQueryCounterSearchNews",""
"passed","Wed Jul 12 19:26:30 GMT 2023","Wed Jul 12 19:26:36 GMT 2023","5824","Parallel Test Suite","Static pages tests","tests.header.VpnInstructionsTest","tests.header.VpnInstructionsTest","testVpnLogoNavigatesToBaseURL","testVpnLogoNavigatesToBaseURL",""
"passed","Wed Jul 12 19:24:31 GMT 2023","Wed Jul 12 19:24:35 GMT 2023","3577","Parallel Test Suite","Static pages tests","tests.footer.WhoWeAreTest","tests.footer.WhoWeAreTest","testH1text","testH1text",""
"passed","Wed Jul 12 19:32:20 GMT 2023","Wed Jul 12 19:32:26 GMT 2023","5831","Parallel Test Suite","Search pages test","tests.header.ImageTest","tests.header.ImageTest","testRegionalSearch_ImagePage","testRegionalSearch_ImagePage",""
"passed","Wed Jul 12 19:29:25 GMT 2023","Wed Jul 12 19:29:29 GMT 2023","4186","Parallel Test Suite","Static pages tests","tests.footer.ImprintTest","tests.footer.ImprintTest","testSpanTextsImprintPage","testSpanTextsImprintPage",""
"passed","Wed Jul 12 19:24:02 GMT 2023","Wed Jul 12 19:24:06 GMT 2023","3487","Parallel Test Suite","Static pages tests","tests.header.TopMenuTest","tests.header.TopMenuTest","testRegionNavigateToCorrespondingPages","testRegionNavigateToCorrespondingPages",""
"passed","Wed Jul 12 19:20:16 GMT 2023","Wed Jul 12 19:20:19 GMT 2023","2670","Parallel Test Suite","Static pages tests","tests.footer.FooterMenuTest","tests.footer.FooterMenuTest","testBlockImprintDonationDataPrivacyTexts","testBlockImprintDonationDataPrivacyTexts",""
"passed","Wed Jul 12 19:20:30 GMT 2023","Wed Jul 12 19:20:37 GMT 2023","6745","Parallel Test Suite","Static pages tests","tests.footer.FooterMenuTest","tests.footer.FooterMenuTest","testExternalFooterSearchLinksNavigateToCorrespondingPages","testExternalFooterSearchLinksNavigateToCorrespondingPages",""
"passed","Wed Jul 12 19:25:01 GMT 2023","Wed Jul 12 19:25:05 GMT 2023","4269","Parallel Test Suite","Static pages tests","tests.footer.MediaEducationTest","tests.footer.MediaEducationTest","testLinksColorsMediaEducationPage","testLinksColorsMediaEducationPage",""
