"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Jul 29 20:13:36 GMT 2023","Sat Jul 29 20:13:50 GMT 2023","13480","Parallel Test Suite","Search pages test","tests.header.VideoTest","tests.header.VideoTest","testScrollToMaxPage_VideoPage","testScrollToMaxPage_VideoPage",""
"passed","Sat Jul 29 20:13:06 GMT 2023","Sat Jul 29 20:13:18 GMT 2023","11918","Parallel Test Suite","Search pages test","tests.header.VideoTest","tests.header.VideoTest","testPlayVideoFromSideList","testPlayVideoFromSideList",""
"passed","Sat Jul 29 20:14:08 GMT 2023","Sat Jul 29 20:14:14 GMT 2023","5473","Parallel Test Suite","Search pages test","tests.header.VideoTest","tests.header.VideoTest","testSuggestEqualsSearchCriteria_VideoSearch","testSuggestEqualsSearchCriteria_VideoSearch",""
"passed","Sat Jul 29 20:14:28 GMT 2023","Sat Jul 29 20:14:40 GMT 2023","11698","Parallel Test Suite","Autobahn test","tests.AutobahnTest","tests.AutobahnTest","testBrazilianBotsAndError429Page","testBrazilianBotsAndError429Page",""
"passed","Sat Jul 29 20:14:14 GMT 2023","Sat Jul 29 20:14:21 GMT 2023","6766","Parallel Test Suite","Search pages test","tests.header.VideoTest","tests.header.VideoTest","testVideoResultsEqualsSearchCriteria","testVideoResultsEqualsSearchCriteria",""
"broken","Sat Jul 29 20:14:40 GMT 2023","Sat Jul 29 20:15:19 GMT 2023","38514","Parallel Test Suite","Autobahn test","tests.AutobahnTest","tests.AutobahnTest","testRegularBotAndError429Page","testRegularBotAndError429Page",""
"passed","Sat Jul 29 20:12:36 GMT 2023","Sat Jul 29 20:12:51 GMT 2023","14904","Parallel Test Suite","Search pages test","tests.header.VideoTest","tests.header.VideoTest","testCheckboxNoRemindMe_VideoPage","testCheckboxNoRemindMe_VideoPage",""
"passed","Sat Jul 29 20:12:59 GMT 2023","Sat Jul 29 20:13:06 GMT 2023","6997","Parallel Test Suite","Search pages test","tests.header.VideoTest","tests.header.VideoTest","testImageProxy_VideoPage","testImageProxy_VideoPage",""
"passed","Sat Jul 29 20:13:51 GMT 2023","Sat Jul 29 20:13:59 GMT 2023","8595","Parallel Test Suite","Search pages test","tests.header.VideoTest","tests.header.VideoTest","testScrollToNextPageWhenWatchingVideo_VideoPage","testScrollToNextPageWhenWatchingVideo_VideoPage",""
"passed","Sat Jul 29 20:13:19 GMT 2023","Sat Jul 29 20:13:29 GMT 2023","10697","Parallel Test Suite","Search pages test","tests.header.VideoTest","tests.header.VideoTest","testPlayVideo_VideoPage","testPlayVideo_VideoPage",""
"passed","Sat Jul 29 20:12:27 GMT 2023","Sat Jul 29 20:12:35 GMT 2023","8518","Parallel Test Suite","Search pages test","tests.header.VideoTest","tests.header.VideoTest","testCancelFilterSearch_VideoPage","testCancelFilterSearch_VideoPage",""
"passed","Sat Jul 29 20:13:30 GMT 2023","Sat Jul 29 20:13:36 GMT 2023","6122","Parallel Test Suite","Search pages test","tests.header.VideoTest","tests.header.VideoTest","testRegionalSearch_VideoPage","testRegionalSearch_VideoPage",""
"passed","Sat Jul 29 20:14:21 GMT 2023","Sat Jul 29 20:14:28 GMT 2023","6611","Parallel Test Suite","Search pages test","tests.header.VideoTest","tests.header.VideoTest","testVideoResultsEqualsSearchCriteriaWhenWatchingVideo","testVideoResultsEqualsSearchCriteriaWhenWatchingVideo",""
"passed","Sat Jul 29 20:12:51 GMT 2023","Sat Jul 29 20:12:59 GMT 2023","7638","Parallel Test Suite","Search pages test","tests.header.VideoTest","tests.header.VideoTest","testFilterSearch_VideoPage","testFilterSearch_VideoPage",""
"passed","Sat Jul 29 20:14:00 GMT 2023","Sat Jul 29 20:14:08 GMT 2023","7973","Parallel Test Suite","Search pages test","tests.header.VideoTest","tests.header.VideoTest","testScrollToNextPage_VideoPage","testScrollToNextPage_VideoPage",""
