"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Jul 28 21:54:50 GMT 2023","Fri Jul 28 21:55:13 GMT 2023","22931","Parallel Test Suite","Search pages test","tests.header.VideoTest","tests.header.VideoTest","testRegionalSearch_VideoPage","testRegionalSearch_VideoPage",""
"broken","Fri Jul 28 21:57:12 GMT 2023","Fri Jul 28 21:57:35 GMT 2023","22916","Parallel Test Suite","Search pages test","tests.header.VideoTest","tests.header.VideoTest","testVideoResultsEqualsSearchCriteriaWhenWatchingVideo","testVideoResultsEqualsSearchCriteriaWhenWatchingVideo",""
"broken","Fri Jul 28 21:53:14 GMT 2023","Fri Jul 28 21:53:37 GMT 2023","23151","Parallel Test Suite","Search pages test","tests.header.VideoTest","tests.header.VideoTest","testFilterSearch_VideoPage","testFilterSearch_VideoPage",""
"broken","Fri Jul 28 21:52:26 GMT 2023","Fri Jul 28 21:52:49 GMT 2023","23667","Parallel Test Suite","Search pages test","tests.header.VideoTest","tests.header.VideoTest","testCancelFilterSearch_VideoPage","testCancelFilterSearch_VideoPage",""
"broken","Fri Jul 28 21:57:37 GMT 2023","Fri Jul 28 21:58:00 GMT 2023","23380","Parallel Test Suite","Autobahn test","tests.AutobahnTest","tests.AutobahnTest","testBrazilianBotsAndError429Page","testBrazilianBotsAndError429Page",""
"broken","Fri Jul 28 21:54:02 GMT 2023","Fri Jul 28 21:54:25 GMT 2023","23058","Parallel Test Suite","Search pages test","tests.header.VideoTest","tests.header.VideoTest","testPlayVideoFromSideList","testPlayVideoFromSideList",""
"broken","Fri Jul 28 21:56:25 GMT 2023","Fri Jul 28 21:56:48 GMT 2023","22983","Parallel Test Suite","Search pages test","tests.header.VideoTest","tests.header.VideoTest","testSuggestEqualsSearchCriteria_VideoSearch","testSuggestEqualsSearchCriteria_VideoSearch",""
"broken","Fri Jul 28 21:56:49 GMT 2023","Fri Jul 28 21:57:12 GMT 2023","22953","Parallel Test Suite","Search pages test","tests.header.VideoTest","tests.header.VideoTest","testVideoResultsEqualsSearchCriteria","testVideoResultsEqualsSearchCriteria",""
"broken","Fri Jul 28 21:53:38 GMT 2023","Fri Jul 28 21:54:01 GMT 2023","23418","Parallel Test Suite","Search pages test","tests.header.VideoTest","tests.header.VideoTest","testImageProxy_VideoPage","testImageProxy_VideoPage",""
"broken","Fri Jul 28 21:54:26 GMT 2023","Fri Jul 28 21:54:49 GMT 2023","22925","Parallel Test Suite","Search pages test","tests.header.VideoTest","tests.header.VideoTest","testPlayVideo_VideoPage","testPlayVideo_VideoPage",""
"broken","Fri Jul 28 21:52:50 GMT 2023","Fri Jul 28 21:53:13 GMT 2023","23007","Parallel Test Suite","Search pages test","tests.header.VideoTest","tests.header.VideoTest","testCheckboxNoRemindMe_VideoPage","testCheckboxNoRemindMe_VideoPage",""
"broken","Fri Jul 28 21:58:01 GMT 2023","Fri Jul 28 21:58:24 GMT 2023","22948","Parallel Test Suite","Autobahn test","tests.AutobahnTest","tests.AutobahnTest","testRegularBotAndError429Page","testRegularBotAndError429Page",""
"broken","Fri Jul 28 21:55:37 GMT 2023","Fri Jul 28 21:56:00 GMT 2023","23330","Parallel Test Suite","Search pages test","tests.header.VideoTest","tests.header.VideoTest","testScrollToNextPageWhenWatchingVideo_VideoPage","testScrollToNextPageWhenWatchingVideo_VideoPage",""
"broken","Fri Jul 28 21:55:13 GMT 2023","Fri Jul 28 21:55:36 GMT 2023","22856","Parallel Test Suite","Search pages test","tests.header.VideoTest","tests.header.VideoTest","testScrollToMaxPage_VideoPage","testScrollToMaxPage_VideoPage",""
"broken","Fri Jul 28 21:56:01 GMT 2023","Fri Jul 28 21:56:24 GMT 2023","22904","Parallel Test Suite","Search pages test","tests.header.VideoTest","tests.header.VideoTest","testScrollToNextPage_VideoPage","testScrollToNextPage_VideoPage",""
