"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 28 07:55:24 GMT 2023","Fri Jul 28 07:55:27 GMT 2023","2408","Parallel Test Suite","Static pages tests","tests.MainTest","tests.MainTest","testPlaceholderIsAvailable_Main","testPlaceholderIsAvailable_Main",""
"passed","Fri Jul 28 07:57:07 GMT 2023","Fri Jul 28 07:57:11 GMT 2023","3870","Parallel Test Suite","Static pages tests","tests.header.TopMenuTest","tests.header.TopMenuTest","testLocalizationNavigateToCorrespondingPages","testLocalizationNavigateToCorrespondingPages",""
"passed","Fri Jul 28 07:55:31 GMT 2023","Fri Jul 28 07:55:35 GMT 2023","3793","Parallel Test Suite","Static pages tests","tests.MainTest","tests.MainTest","testPopupGoogleRedirectToInstall","testPopupGoogleRedirectToInstall",""
"passed","Fri Jul 28 07:58:29 GMT 2023","Fri Jul 28 07:58:35 GMT 2023","5262","Parallel Test Suite","Static pages tests","tests.header.VpnPageTest","tests.header.VpnPageTest","testVpnLinksNavigateToCorrespondingPages","testVpnLinksNavigateToCorrespondingPages",""
"passed","Fri Jul 28 08:01:37 GMT 2023","Fri Jul 28 08:01:44 GMT 2023","6205","Parallel Test Suite","Search pages test","tests.header.NewsTest","tests.header.NewsTest","testImageProxy_NewsPage","testImageProxy_NewsPage",""
"passed","Fri Jul 28 07:57:47 GMT 2023","Fri Jul 28 07:57:51 GMT 2023","4107","Parallel Test Suite","Static pages tests","tests.footer.OurDatacenterTest","tests.footer.OurDatacenterTest","testOurDatacenterSlider","testOurDatacenterSlider",""
"passed","Fri Jul 28 08:01:53 GMT 2023","Fri Jul 28 08:02:03 GMT 2023","10101","Parallel Test Suite","Search pages test","tests.header.WebPageTest","tests.header.WebPageTest","testClickScreenshotButtonInPreview_WebPage","testClickScreenshotButtonInPreview_WebPage",""
"passed","Fri Jul 28 07:55:36 GMT 2023","Fri Jul 28 07:55:39 GMT 2023","3647","Parallel Test Suite","Static pages tests","tests.header.TopMenuTest","tests.header.TopMenuTest","testEachHamburgerMenuLinksNavigatesToCorrespondingPage","testEachHamburgerMenuLinksNavigatesToCorrespondingPage",""
"passed","Fri Jul 28 07:56:54 GMT 2023","Fri Jul 28 07:56:56 GMT 2023","2410","Parallel Test Suite","Static pages tests","tests.footer.FooterMenuTest","tests.footer.FooterMenuTest","testSocialPanelExistsAndHasIcons","testSocialPanelExistsAndHasIcons",""
"passed","Fri Jul 28 07:59:46 GMT 2023","Fri Jul 28 07:59:52 GMT 2023","5541","Parallel Test Suite","Static pages tests","tests.footer.SetAsStartTest","tests.footer.SetAsStartTest","testLocalizationGoToCorrespondingLanguage","testLocalizationGoToCorrespondingLanguage",""
"passed","Fri Jul 28 07:56:09 GMT 2023","Fri Jul 28 07:56:12 GMT 2023","2840","Parallel Test Suite","Static pages tests","tests.MainTest","tests.MainTest","testTextsFontSizes_MainPage","testTextsFontSizes_MainPage",""
"passed","Fri Jul 28 07:59:26 GMT 2023","Fri Jul 28 07:59:30 GMT 2023","3546","Parallel Test Suite","Static pages tests","tests.header.TopMenuTest","tests.header.TopMenuTest","testVPNIconNavigatesToVPNWebPage","testVPNIconNavigatesToVPNWebPage",""
"passed","Fri Jul 28 07:54:35 GMT 2023","Fri Jul 28 07:54:40 GMT 2023","4984","Parallel Test Suite","Static pages tests","tests.footer.FooterMenuTest","tests.footer.FooterMenuTest","testAppStoreIconNavigatesToAppStoreWeb","testAppStoreIconNavigatesToAppStoreWeb",""
"passed","Fri Jul 28 08:00:24 GMT 2023","Fri Jul 28 08:00:29 GMT 2023","5815","Parallel Test Suite","Static pages tests","tests.footer.MakeDefaultSearchTest","tests.footer.MakeDefaultSearchTest","testLocalizationGoToCorrespondingLanguage","testLocalizationGoToCorrespondingLanguage",""
"passed","Fri Jul 28 08:05:39 GMT 2023","Fri Jul 28 08:05:49 GMT 2023","9968","Parallel Test Suite","Search pages test","tests.header.MusicTest","tests.header.MusicTest","testShuffleFunctionInPlayer","testShuffleFunctionInPlayer",""
"passed","Fri Jul 28 07:54:25 GMT 2023","Fri Jul 28 07:54:31 GMT 2023","6108","Parallel Test Suite","Static pages tests","tests.header.TopMenuTest","tests.header.TopMenuTest","tesThemeChanged","tesThemeChanged",""
"failed","Fri Jul 28 08:04:13 GMT 2023","Fri Jul 28 08:04:20 GMT 2023","6826","Parallel Test Suite","Search pages test","tests.header.VideoTest","tests.header.VideoTest","testVideoResultsEqualsSearchCriteriaWhenVideoIsSelected","testVideoResultsEqualsSearchCriteriaWhenVideoIsSelected",""
"passed","Fri Jul 28 08:01:44 GMT 2023","Fri Jul 28 08:01:53 GMT 2023","8821","Parallel Test Suite","Search pages test","tests.header.NewsTest","tests.header.NewsTest","testNextButtonInPaging_NewsPage","testNextButtonInPaging_NewsPage",""
"passed","Fri Jul 28 08:02:48 GMT 2023","Fri Jul 28 08:02:54 GMT 2023","6183","Parallel Test Suite","Search pages test","tests.header.WebPageTest","tests.header.WebPageTest","testImagesAndTitleIsDysplaedInNewsWidget_WebPage","testImagesAndTitleIsDysplaedInNewsWidget_WebPage",""
"passed","Fri Jul 28 07:57:03 GMT 2023","Fri Jul 28 07:57:06 GMT 2023","3494","Parallel Test Suite","Static pages tests","tests.header.TopMenuTest","tests.header.TopMenuTest","testLocalizationNavigateToCorrespondingPages","testLocalizationNavigateToCorrespondingPages",""
"passed","Fri Jul 28 08:03:51 GMT 2023","Fri Jul 28 08:03:58 GMT 2023","6496","Parallel Test Suite","Search pages test","tests.header.WebPageTest","tests.header.WebPageTest","testOpenImageInTheImageWidget_WebPage","testOpenImageInTheImageWidget_WebPage",""
"passed","Fri Jul 28 07:58:03 GMT 2023","Fri Jul 28 07:58:07 GMT 2023","3521","Parallel Test Suite","Static pages tests","tests.footer.ContactUsTest","tests.footer.ContactUsTest","testSendButtonColorWhenHover_ContactUsPage","testSendButtonColorWhenHover_ContactUsPage",""
"passed","Fri Jul 28 07:56:00 GMT 2023","Fri Jul 28 07:56:10 GMT 2023","9565","Parallel Test Suite","Static pages tests","tests.header.TopMenuTest","tests.header.TopMenuTest","testEmailIconNavigatesToLoginPageIfLoggedIn","testEmailIconNavigatesToLoginPageIfLoggedIn",""
